agent_id,agent_name,date,calls_handled,avg_call_duration_min,avg_acw_time_min,avg_hold_time_min,transfers,pto_balance_hours,pto_used_this_month,avg_sentiment_score,frustration_keywords_count,avg_pitch_variance,stress_score
AGENT_011,Zoe Garcia,2025-03-08,50,8.62,8.63,3.38,0,89.0,2.4,0.23,5,-3.0,0.64
AGENT_011,Zoe Garcia,2025-03-09,57,8.17,7.09,2.42,4,74.3,11.4,0.12,2,26.1,0.65
AGENT_011,Zoe Garcia,2025-03-10,43,9.98,7.7,4.04,2,65.7,3.2,-0.14,2,60.1,0.69
AGENT_011,Zoe Garcia,2025-03-11,37,7.46,8.27,0.45,1,72.6,0.8,0.3,4,86.8,0.61
AGENT_011,Zoe Garcia,2025-03-12,57,8.56,6.26,0.81,3,81.0,7.3,0.52,0,46.7,0.55
AGENT_011,Zoe Garcia,2025-03-13,53,8.68,10.18,5.25,0,64.1,8.2,0.36,3,30.2,0.68
AGENT_011,Zoe Garcia,2025-03-14,60,8.95,6.99,0.4,0,62.3,0.3,0.53,2,37.7,0.6
AGENT_011,Zoe Garcia,2025-03-15,45,7.72,-1.29,2.67,2,66.2,0.2,0.32,2,25.0,0.27
AGENT_011,Zoe Garcia,2025-03-16,58,9.56,4.57,2.28,2,77.2,0.0,0.14,2,40.6,0.58
AGENT_011,Zoe Garcia,2025-03-17,43,8.9,5.96,3.8,4,70.3,8.8,0.09,3,69.8,0.59
AGENT_011,Zoe Garcia,2025-03-18,65,9.77,3.66,2.17,2,73.2,0.8,0.72,0,84.0,0.54
AGENT_011,Zoe Garcia,2025-03-19,50,9.67,6.33,6.89,0,71.1,3.4,0.64,0,46.3,0.51
AGENT_011,Zoe Garcia,2025-03-20,57,9.63,6.1,0.25,2,56.2,6.6,-0.39,5,61.9,0.81
AGENT_011,Zoe Garcia,2025-03-21,45,8.69,5.14,1.8,1,57.1,12.0,0.02,1,36.8,0.54
AGENT_011,Zoe Garcia,2025-03-22,41,10.77,7.42,3.07,3,73.3,2.2,0.52,1,59.2,0.52
AGENT_011,Zoe Garcia,2025-03-23,54,9.19,7.01,3.39,4,69.0,2.8,0.16,2,27.2,0.62
AGENT_011,Zoe Garcia,2025-03-24,48,10.37,5.43,2.52,1,48.8,1.3,-0.28,5,69.6,0.72
AGENT_011,Zoe Garcia,2025-03-25,47,10.18,-0.58,3.09,2,69.7,4.6,0.45,1,85.3,0.32
AGENT_011,Zoe Garcia,2025-03-26,41,10.82,5.4,2.3,2,65.4,2.4,-0.19,1,73.5,0.61
AGENT_011,Zoe Garcia,2025-03-27,47,7.2,2.77,4.64,1,51.5,5.7,0.13,1,11.6,0.43
AGENT_011,Zoe Garcia,2025-03-28,56,9.26,8.74,2.46,0,70.1,10.0,0.11,1,85.8,0.74
AGENT_011,Zoe Garcia,2025-03-29,50,10.81,8.51,2.49,3,65.4,9.2,-0.09,3,76.2,0.76
AGENT_011,Zoe Garcia,2025-03-30,51,9.84,7.24,1.83,3,72.9,1.2,0.25,3,51.4,0.62
AGENT_011,Zoe Garcia,2025-03-31,43,10.98,6.46,1.35,3,63.2,6.1,-0.07,3,43.1,0.63
AGENT_011,Zoe Garcia,2025-04-01,55,11.94,5.8,2.27,3,49.1,11.7,-0.08,2,63.9,0.68
AGENT_011,Zoe Garcia,2025-04-02,51,10.11,1.2,1.77,3,35.6,3.8,0.07,4,70.8,0.51
AGENT_011,Zoe Garcia,2025-04-03,50,8.21,6.46,3.4,1,49.4,4.5,-0.16,4,36.0,0.69
AGENT_011,Zoe Garcia,2025-04-04,56,9.03,6.48,2.25,2,61.8,8.3,-0.22,4,-11.6,0.7
AGENT_011,Zoe Garcia,2025-04-05,58,7.92,1.33,1.06,1,58.4,0.2,0.28,1,16.5,0.41
AGENT_011,Zoe Garcia,2025-04-06,54,8.1,6.11,2.16,1,64.1,0.9,0.4,0,81.1,0.55
AGENT_011,Zoe Garcia,2025-04-07,54,7.51,6.71,2.59,3,38.0,6.1,0.23,3,32.1,0.61
AGENT_011,Zoe Garcia,2025-04-08,46,10.18,1.01,2.43,4,48.9,5.5,-0.59,1,75.9,0.61
AGENT_011,Zoe Garcia,2025-04-09,46,7.07,2.93,5.95,1,36.1,2.9,0.16,0,65.1,0.46
AGENT_011,Zoe Garcia,2025-04-10,53,8.42,4.89,4.34,1,29.4,3.6,0.18,2,34.0,0.55
AGENT_011,Zoe Garcia,2025-04-11,49,9.36,3.91,5.18,2,45.7,3.8,0.31,5,69.8,0.53
AGENT_011,Zoe Garcia,2025-04-12,49,6.75,5.21,5.9,2,45.0,8.3,0.3,2,32.1,0.51
AGENT_011,Zoe Garcia,2025-04-13,46,9.53,4.41,5.13,3,56.7,1.0,-0.3,5,42.9,0.66
AGENT_011,Zoe Garcia,2025-04-14,54,10.54,9.59,1.29,3,41.0,7.5,0.16,0,69.8,0.71
AGENT_012,Noah Williams,2025-03-01,58,7.79,5.04,6.78,4,72.8,3.5,0.07,4,48.3,0.65
AGENT_012,Noah Williams,2025-03-02,56,7.82,5.47,2.4,2,87.7,9.7,-0.12,4,38.1,0.69
AGENT_012,Noah Williams,2025-03-03,53,6.09,-0.64,-0.16,2,76.3,3.1,0.43,3,64.9,0.36
AGENT_012,Noah Williams,2025-03-04,43,8.17,6.07,4.83,2,81.5,5.9,0.69,4,35.9,0.5
AGENT_012,Noah Williams,2025-03-05,56,9.06,5.38,2.87,5,58.4,11.6,0.37,3,34.4,0.55
AGENT_012,Noah Williams,2025-03-06,57,8.06,2.54,2.26,1,80.1,9.0,0.17,2,37.3,0.5
AGENT_012,Noah Williams,2025-03-07,70,6.6,3.49,1.39,4,73.4,11.2,-0.32,5,85.6,0.8
AGENT_012,Noah Williams,2025-03-08,51,9.95,6.83,1.56,0,59.2,10.7,0.22,4,31.0,0.61
AGENT_012,Noah Williams,2025-03-09,61,8.6,4.65,3.73,3,72.8,6.6,0.21,6,31.0,0.63
AGENT_012,Noah Williams,2025-03-10,48,6.73,3.43,3.12,4,64.9,5.8,-0.23,3,37.3,0.6
AGENT_012,Noah Williams,2025-03-11,48,8.78,6.11,2.21,3,61.0,4.8,0.35,3,31.6,0.53
AGENT_012,Noah Williams,2025-03-12,62,11.01,4.56,1.06,2,79.5,5.1,0.69,3,71.0,0.58
AGENT_012,Noah Williams,2025-03-13,55,7.83,5.61,1.56,1,76.6,3.2,-0.25,2,85.1,0.73
AGENT_012,Noah Williams,2025-03-14,54,9.86,5.13,1.83,0,71.0,5.1,-0.22,1,22.7,0.64
AGENT_012,Noah Williams,2025-03-15,58,7.13,4.54,5.8,3,72.4,7.0,-0.36,1,65.1,0.71
AGENT_012,Noah Williams,2025-03-16,61,7.4,7.27,5.89,4,72.8,1.5,0.48,1,8.3,0.58
AGENT_012,Noah Williams,2025-03-17,69,8.63,2.14,8.2,2,65.5,1.1,-0.53,4,22.6,0.74
AGENT_012,Noah Williams,2025-03-18,52,8.27,2.48,5.94,3,57.7,1.8,0.6,1,109.9,0.47
AGENT_012,Noah Williams,2025-03-19,56,9.24,3.3,1.99,4,63.4,10.1,0.55,0,46.6,0.45
AGENT_012,Noah Williams,2025-03-20,52,10.27,5.65,3.48,2,68.9,10.0,0.19,3,42.7,0.59
AGENT_012,Noah Williams,2025-03-21,53,8.7,3.59,2.97,3,71.2,10.4,0.27,2,53.5,0.5
AGENT_012,Noah Williams,2025-03-22,64,9.31,4.06,2.83,2,64.9,8.6,0.33,6,36.3,0.6
AGENT_012,Noah Williams,2025-03-23,48,7.64,4.68,6.56,3,41.8,11.7,0.46,2,28.2,0.46
AGENT_012,Noah Williams,2025-03-24,54,9.66,3.38,1.84,3,61.5,9.2,-0.59,4,41.2,0.73
AGENT_012,Noah Williams,2025-03-25,55,8.6,2.58,4.22,2,70.0,3.3,0.54,1,35.5,0.42
AGENT_012,Noah Williams,2025-03-26,50,8.46,5.49,2.11,2,66.7,10.5,-0.0,3,81.0,0.65
AGENT_012,Noah Williams,2025-03-27,54,9.19,4.84,1.42,4,59.2,6.4,0.44,2,16.1,0.48
AGENT_012,Noah Williams,2025-03-28,45,9.98,2.89,0.48,4,54.6,3.3,-0.01,4,51.4,0.53
AGENT_012,Noah Williams,2025-03-29,67,8.21,2.97,4.88,4,67.1,8.5,-0.69,3,39.5,0.8
AGENT_012,Noah Williams,2025-03-30,54,8.63,1.88,1.88,1,65.4,2.1,-0.09,7,70.7,0.62
AGENT_012,Noah Williams,2025-03-31,50,8.43,3.55,3.02,3,47.9,1.1,-0.15,2,77.1,0.61
AGENT_012,Noah Williams,2025-04-01,48,8.2,3.44,2.93,4,55.8,10.1,0.48,1,48.4,0.42
AGENT_012,Noah Williams,2025-04-02,46,7.75,5.91,4.73,2,46.0,8.2,0.21,3,68.7,0.58
AGENT_012,Noah Williams,2025-04-03,49,9.05,5.43,3.88,2,60.2,3.8,0.12,4,45.8,0.6
AGENT_012,Noah Williams,2025-04-04,54,8.86,4.58,3.92,1,45.5,11.2,0.25,3,14.5,0.52
AGENT_012,Noah Williams,2025-04-05,56,7.13,5.57,5.32,2,55.4,10.6,-0.2,4,50.6,0.72
AGENT_012,Noah Williams,2025-04-06,64,9.14,3.3,4.46,2,49.4,0.2,0.06,2,29.0,0.59
AGENT_012,Noah Williams,2025-04-07,49,8.99,3.5,3.04,1,47.6,1.3,0.41,0,47.9,0.42
AGENT_012,Noah Williams,2025-04-08,64,7.7,7.26,2.55,0,40.5,10.5,0.4,2,113.9,0.7
AGENT_012,Noah Williams,2025-04-09,49,8.94,2.62,-0.33,4,47.0,10.7,1.1,4,65.2,0.45
AGENT_012,Noah Williams,2025-04-10,54,7.52,4.54,3.35,3,51.5,7.8,0.01,3,-6.9,0.57
AGENT_012,Noah Williams,2025-04-11,58,10.08,3.71,5.17,3,52.0,3.5,-0.33,3,67.4,0.71
AGENT_012,Noah Williams,2025-04-12,48,10.39,5.81,3.04,2,43.5,10.3,-0.19,3,59.2,0.68
AGENT_012,Noah Williams,2025-04-13,48,6.63,6.94,2.83,2,33.8,7.4,-0.84,4,12.3,0.85
AGENT_012,Noah Williams,2025-04-14,56,8.63,8.07,3.31,4,46.3,11.2,0.06,2,12.5,0.68
